"id","piece_number","composer","title","question","modality","submodality","horizon","answer_object_type","answer_format","answer_quantity","answer_example","answers","abc","midi","abc_midi","audio","pdf","image"
"musp_119","6","Chopin","Ballade No. 1","Starting at what time is a continuous, fully chromatic scale (i.e. playing every note of the piano) going from G3 to C7 heard?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""0:37"", ""02:14"", ""11:05""]","[""8:01""]","inputs/abc/piece-06.abc","inputs/midi_performance_event_text/piece-06.txt","inputs/abc_plus_midi/piece-06.abc","inputs/audio/piece-06.wav","inputs/pdf/without_context/piece-06.pdf","[""inputs/images/piece-06/page-01.png"", ""inputs/images/piece-06/page-02.png"", ""inputs/images/piece-06/page-03.png"", ""inputs/images/piece-06/page-04.png"", ""inputs/images/piece-06/page-05.png"", ""inputs/images/piece-06/page-06.png"", ""inputs/images/piece-06/page-07.png"", ""inputs/images/piece-06/page-08.png"", ""inputs/images/piece-06/page-09.png"", ""inputs/images/piece-06/page-10.png"", ""inputs/images/piece-06/page-11.png"", ""inputs/images/piece-06/page-12.png"", ""inputs/images/piece-06/page-13.png"", ""inputs/images/piece-06/page-14.png"", ""inputs/images/piece-06/page-15.png"", ""inputs/images/piece-06/page-16.png"", ""inputs/images/piece-06/page-17.png""]"
"musp_120","7","Chopin","Etude Op. 10 No. 4","Which beat of the bar played between 00:14 and 00:15 is not to be played with an arpeggio?","P","","Short","Bar / beat","Beat number (digits)","Single","[""8""]","[""4""]","inputs/abc/piece-07.abc","inputs/midi_performance_event_text/piece-07.txt","inputs/abc_plus_midi/piece-07.abc","inputs/audio/piece-07.wav","inputs/pdf/without_context/piece-07.pdf","[""inputs/images/piece-07/page-1.png"", ""inputs/images/piece-07/page-2.png"", ""inputs/images/piece-07/page-3.png"", ""inputs/images/piece-07/page-4.png"", ""inputs/images/piece-07/page-5.png"", ""inputs/images/piece-07/page-6.png"", ""inputs/images/piece-07/page-7.png"", ""inputs/images/piece-07/page-8.png""]"
"musp_121","7","Chopin","Etude Op. 10 No. 4","What is the melody starting at 1:31 until the immediately following cadence? Provide all the notes up until the arrival point of the authentic cadence (inclusive).","P","","Mid","Pitch","Pitch class without octave number","List ordered by appearance","[""Bb, F#, C""]","[""G#, A, G#, C#, E, G#, C#, A, B#, C#"", ""F#, G#, A, G#, C#, E, G#, C#, A, B#, C#""]","inputs/abc/piece-07.abc","inputs/midi_performance_event_text/piece-07.txt","inputs/abc_plus_midi/piece-07.abc","inputs/audio/piece-07.wav","inputs/pdf/without_context/piece-07.pdf","[""inputs/images/piece-07/page-1.png"", ""inputs/images/piece-07/page-2.png"", ""inputs/images/piece-07/page-3.png"", ""inputs/images/piece-07/page-4.png"", ""inputs/images/piece-07/page-5.png"", ""inputs/images/piece-07/page-6.png"", ""inputs/images/piece-07/page-7.png"", ""inputs/images/piece-07/page-8.png""]"
"musp_122","7","Chopin","Etude Op. 10 No. 4","At some point there is an E melodic minor descending scale spanning an octave audible in the upper voice. When does it start and when does it end?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Pair","[""0:37, 02:14""]","[""00:41, 00:43"", ""00:41, 00:44""]","inputs/abc/piece-07.abc","inputs/midi_performance_event_text/piece-07.txt","inputs/abc_plus_midi/piece-07.abc","inputs/audio/piece-07.wav","inputs/pdf/without_context/piece-07.pdf","[""inputs/images/piece-07/page-1.png"", ""inputs/images/piece-07/page-2.png"", ""inputs/images/piece-07/page-3.png"", ""inputs/images/piece-07/page-4.png"", ""inputs/images/piece-07/page-5.png"", ""inputs/images/piece-07/page-6.png"", ""inputs/images/piece-07/page-7.png"", ""inputs/images/piece-07/page-8.png""]"
"musp_123","7","Chopin","Etude Op. 10 No. 4","What is the approximate BPM, based on the pulse maintained by the performer throughout the piece? 70, 85, 100, 115, 130, 145, 160, 175, 190, 205, 220, 235","P","","Long","Choice","One choice copied exactly from the question","Single","[]","[""175""]","inputs/abc/piece-07.abc","inputs/midi_performance_event_text/piece-07.txt","inputs/abc_plus_midi/piece-07.abc","inputs/audio/piece-07.wav","inputs/pdf/without_context/piece-07.pdf","[""inputs/images/piece-07/page-1.png"", ""inputs/images/piece-07/page-2.png"", ""inputs/images/piece-07/page-3.png"", ""inputs/images/piece-07/page-4.png"", ""inputs/images/piece-07/page-5.png"", ""inputs/images/piece-07/page-6.png"", ""inputs/images/piece-07/page-7.png"", ""inputs/images/piece-07/page-8.png""]"
"musp_124","7","Chopin","Etude Op. 10 No. 4","At which times is the main theme played, though it may have a different ending? Provide the start times in terms of when the tonic/scale degree 1 is first played.","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","List ordered by appearance","[""00:20, 01:30""]","[""00:01, 00:12, 01:07, 01:18"", ""00:01, 00:11, 01:07, 01:18"", ""00:01, 00:11, 01:07, 01:17"", ""00:01, 00:12, 01:07, 01:17""]","inputs/abc/piece-07.abc","inputs/midi_performance_event_text/piece-07.txt","inputs/abc_plus_midi/piece-07.abc","inputs/audio/piece-07.wav","inputs/pdf/without_context/piece-07.pdf","[""inputs/images/piece-07/page-1.png"", ""inputs/images/piece-07/page-2.png"", ""inputs/images/piece-07/page-3.png"", ""inputs/images/piece-07/page-4.png"", ""inputs/images/piece-07/page-5.png"", ""inputs/images/piece-07/page-6.png"", ""inputs/images/piece-07/page-7.png"", ""inputs/images/piece-07/page-8.png""]"
"musp_125","8","Debussy","Reflets dans l'eau","Which four notes form the main melody through 1:15-1:20?","P","","Short","Pitch","Pitch with octave number","List ordered by appearance","[""A4, G#3, Bb2""]","[""F5, Fb5, Eb5, D5""]","inputs/abc/piece-08.abc","inputs/midi_performance_event_text/piece-08.txt","inputs/abc_plus_midi/piece-08.abc","inputs/audio/piece-08.wav","inputs/pdf/without_context/piece-08.pdf","[""inputs/images/piece-08/page-1.png"", ""inputs/images/piece-08/page-2.png"", ""inputs/images/piece-08/page-3.png"", ""inputs/images/piece-08/page-4.png"", ""inputs/images/piece-08/page-5.png"", ""inputs/images/piece-08/page-6.png"", ""inputs/images/piece-08/page-7.png"", ""inputs/images/piece-08/page-8.png"", ""inputs/images/piece-08/page-9.png""]"
"musp_126","8","Debussy","Reflets dans l'eau","Within the first 26 seconds of the piece, the performer brings out a melodic line that emerges distinctly from the gently flowing texture beneath it. Which notes make up this melody?","P","","Mid","Pitch","Pitch class without octave number","List ordered by appearance","[""A, G#, Bb""]","[""Ab, F, Eb"", ""Ab, F, Eb, Ab, F, Eb"", ""Ab, F, Eb, Bb, Ab, F, Eb, Bb"", ""G#, F, D#, A#, F, D#, A#""]","inputs/abc/piece-08.abc","inputs/midi_performance_event_text/piece-08.txt","inputs/abc_plus_midi/piece-08.abc","inputs/audio/piece-08.wav","inputs/pdf/without_context/piece-08.pdf","[""inputs/images/piece-08/page-1.png"", ""inputs/images/piece-08/page-2.png"", ""inputs/images/piece-08/page-3.png"", ""inputs/images/piece-08/page-4.png"", ""inputs/images/piece-08/page-5.png"", ""inputs/images/piece-08/page-6.png"", ""inputs/images/piece-08/page-7.png"", ""inputs/images/piece-08/page-8.png"", ""inputs/images/piece-08/page-9.png""]"
"musp_127","8","Debussy","Reflets dans l'eau","The melody sounding on the foreground in 3:00-3:01 is played at three different registers before 3:12. Rank the occurrences of this melody from lowest register to highest register. For example, if the first time it is played, it is played the lowest, and the third time, the highest, write '1, 2, 3'. If the melody is doubled, take only the highest voice in consideration.","P","","Mid","Category label","Given label written in full","List","[""1, 2, 3""]","[""2, 3, 1""]","inputs/abc/piece-08.abc","inputs/midi_performance_event_text/piece-08.txt","inputs/abc_plus_midi/piece-08.abc","inputs/audio/piece-08.wav","inputs/pdf/without_context/piece-08.pdf","[""inputs/images/piece-08/page-1.png"", ""inputs/images/piece-08/page-2.png"", ""inputs/images/piece-08/page-3.png"", ""inputs/images/piece-08/page-4.png"", ""inputs/images/piece-08/page-5.png"", ""inputs/images/piece-08/page-6.png"", ""inputs/images/piece-08/page-7.png"", ""inputs/images/piece-08/page-8.png"", ""inputs/images/piece-08/page-9.png""]"
"musp_128","8","Debussy","Reflets dans l'eau","Starting at 1:40, the composer introduces a melodic-rhythmic motif consisting of four notes: C, Db, Bb, C. That motif is developed. Which bass note marks the beginning of a new passage, concluding the development of the motif?","P","","Mid","Pitch","Pitch with octave number","Single","[""A4"", ""G#3"", ""Bb2""]","[""Ab2""]","inputs/abc/piece-08.abc","inputs/midi_performance_event_text/piece-08.txt","inputs/abc_plus_midi/piece-08.abc","inputs/audio/piece-08.wav","inputs/pdf/without_context/piece-08.pdf","[""inputs/images/piece-08/page-1.png"", ""inputs/images/piece-08/page-2.png"", ""inputs/images/piece-08/page-3.png"", ""inputs/images/piece-08/page-4.png"", ""inputs/images/piece-08/page-5.png"", ""inputs/images/piece-08/page-6.png"", ""inputs/images/piece-08/page-7.png"", ""inputs/images/piece-08/page-8.png"", ""inputs/images/piece-08/page-9.png""]"
"musp_129","8","Debussy","Reflets dans l'eau","In the cadenza-like passage from 1:11 to 1:52, at what time does the music first reach its darkest and most mysterious character?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""01:30""]","[""01:24""]","inputs/abc/piece-08.abc","inputs/midi_performance_event_text/piece-08.txt","inputs/abc_plus_midi/piece-08.abc","inputs/audio/piece-08.wav","inputs/pdf/without_context/piece-08.pdf","[""inputs/images/piece-08/page-1.png"", ""inputs/images/piece-08/page-2.png"", ""inputs/images/piece-08/page-3.png"", ""inputs/images/piece-08/page-4.png"", ""inputs/images/piece-08/page-5.png"", ""inputs/images/piece-08/page-6.png"", ""inputs/images/piece-08/page-7.png"", ""inputs/images/piece-08/page-8.png"", ""inputs/images/piece-08/page-9.png""]"
"musp_130","9","Glinka","The Lark","In the cadenza-passage that starts at 2:22 reaches its lowest point with a forceful F1. Right after the arrival of which note is this F1 lifted? In other words, on which note does the performer release the pedal that contains this F1?","P","","Mid","Pitch","Pitch class without octave number","Single","[""A"", ""G#"", ""Bb""]","[""E""]","inputs/abc/piece-09.abc","inputs/midi_performance_event_text/piece-09.txt","inputs/abc_plus_midi/piece-09.abc","inputs/audio/piece-09.wav","inputs/pdf/without_context/piece-09.pdf","[""inputs/images/piece-09/page-1.png"", ""inputs/images/piece-09/page-2.png"", ""inputs/images/piece-09/page-3.png"", ""inputs/images/piece-09/page-4.png"", ""inputs/images/piece-09/page-5.png"", ""inputs/images/piece-09/page-6.png"", ""inputs/images/piece-09/page-7.png""]"
"musp_131","9","Glinka","The Lark","After the introduction in which two characters alternate, at what time does the first complete statement of the sung melody begin?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""0:37"", ""02:14"", ""11:05""]","[""1:05""]","inputs/abc/piece-09.abc","inputs/midi_performance_event_text/piece-09.txt","inputs/abc_plus_midi/piece-09.abc","inputs/audio/piece-09.wav","inputs/pdf/without_context/piece-09.pdf","[""inputs/images/piece-09/page-1.png"", ""inputs/images/piece-09/page-2.png"", ""inputs/images/piece-09/page-3.png"", ""inputs/images/piece-09/page-4.png"", ""inputs/images/piece-09/page-5.png"", ""inputs/images/piece-09/page-6.png"", ""inputs/images/piece-09/page-7.png""]"
"musp_132","9","Glinka","The Lark","At what time does the first complete variation of the main melody begin?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""0:37"", ""02:14"", ""11:05""]","[""2:47""]","inputs/abc/piece-09.abc","inputs/midi_performance_event_text/piece-09.txt","inputs/abc_plus_midi/piece-09.abc","inputs/audio/piece-09.wav","inputs/pdf/without_context/piece-09.pdf","[""inputs/images/piece-09/page-1.png"", ""inputs/images/piece-09/page-2.png"", ""inputs/images/piece-09/page-3.png"", ""inputs/images/piece-09/page-4.png"", ""inputs/images/piece-09/page-5.png"", ""inputs/images/piece-09/page-6.png"", ""inputs/images/piece-09/page-7.png""]"
"musp_133","9","Glinka","The Lark","For a long time, the piece is mainly in a minor tonality. From what time onwards has the tonality definitely shifted to major?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""0:37"", ""02:14"", ""11:05""]","[""4:58"", ""4:57""]","inputs/abc/piece-09.abc","inputs/midi_performance_event_text/piece-09.txt","inputs/abc_plus_midi/piece-09.abc","inputs/audio/piece-09.wav","inputs/pdf/without_context/piece-09.pdf","[""inputs/images/piece-09/page-1.png"", ""inputs/images/piece-09/page-2.png"", ""inputs/images/piece-09/page-3.png"", ""inputs/images/piece-09/page-4.png"", ""inputs/images/piece-09/page-5.png"", ""inputs/images/piece-09/page-6.png"", ""inputs/images/piece-09/page-7.png""]"
"musp_134","10","Haydn","Keyboard Sonata 48, movement 2","The phrase that starts at 00:24 goes on and builds toward which upper-voice melodic note? I.e., where does the last culmination within that phrase take place?","P","","Mid","Pitch","Pitch with octave number","Single","[""A4"", ""G#3"", ""Bb2""]","[""D6""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_135","10","Haydn","Keyboard Sonata 48, movement 2","At what point in the passage between 3:21 and 3:47 does the performer suddenly start playing more softly for a few seconds?","P","","Mid","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""3:46""]","[""3:39"", ""3:40""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_136","10","Haydn","Keyboard Sonata 48, movement 2","At what time between 1:37 and 2:42 does the music become darkest and most restlessly melancholic, conveying a sense of trouble, confusion, or anger? Identify the beginning of the passage that matches this description the closest. ","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""2:00""]","[""1:59"", ""2:00""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_137","11","Liszt","Ballade No. 2","Following the opening rumble and its buildup of tension, at what timestamp within the first minute does the music first take on a very different, contemplative and relieved character?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""02:21""]","[""00:51"", ""00:55"", ""0:50"", ""0:56""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_138","11","Liszt","Ballade No. 2","A passage featuring numerous scales begins around 11:09. At what timestamp does this scale section end, marking the conclusion of the final scale played simultaneously by both hands?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""0:37"", ""02:14"", ""11:05""]","[""11:28""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_139","11","Liszt","Ballade No. 2","Starting at 2:34, an earlier melody is repeated. How many semitones higher or lower is this melody compared to the first time it is played, earlier in the piece?","P","","Long","Integer","Signed integer","Single","[""-2"", ""+4""]","[""-1""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_140","11","Liszt","Ballade No. 2","From what time onwards is there a passage with a pronounced decisive character (for the first time)? Identify the timestamp of the first note of that passage.","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""02:54""]","[""3:07""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_141","11","Liszt","Ballade No. 2","Between 6:00 and a repeat of the rumble (the material with which the piece opens), at some point, the composer employs a technique called 'rhythmic augmentation'. Starting at what time is this technique effectively applied in the lowest voice?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""0:37"", ""02:14"", ""11:05""]","[""6:14"", ""6:11""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_142","12","Mozart","Piano Sonata 12, movement 1","What are the four harmonic functions up until the F5 played at 00:05? ","P","","Short","Category label","Harmonic-function label written in full","List ordered by appearance","[""dominant, tonic""]","[""Tonic, secondary dominant, predominant, dominant"", ""Tonic, secondary dominant, subdominant, dominant"", ""tonic, dominant of the subdominant, subdominant, dominant"", ""Tonic, dominant of the subdominant, predominant, dominant""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_143","12","Mozart","Piano Sonata 12, movement 1","From 4:43 until the end, how many ornaments are played in the upper voice?","P","","Mid","Integer","Positive integer","Single","[""4""]","[""5""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_144","12","Mozart","Piano Sonata 12, movement 1","Name the three leading tones that drive the modulation between 3:18 and 3:33.","P","","Mid","Pitch","Pitch class without octave number","List ordered by appearance","[""G#, Bb, Fx""]","[""C#, B, A""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_145","12","Mozart","Piano Sonata 12, movement 1","At what time does the lyrical opening passage give way for a new character? Hint: it occurs before 00:26.","P","","Mid","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""0:37"", ""02:14"", ""11:05""]","[""00:14""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_146","12","Mozart","Piano Sonata 12, movement 1","When does the music become most dramatic/serious for the first time?","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""02:54""]","[""00:27"", ""00:26""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_147","13","Mozart","Piano Sonata 12, movement 3","Between 1:56 and 2:15, at some point, the performer loses the flow, resulting in some notes not coming out as well or in a timely manner. At what time does this happen?","P","","Mid","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""02:54""]","[""02:04"", ""02:05""]","inputs/abc/piece-13.abc","inputs/midi_performance_event_text/piece-13.txt","inputs/abc_plus_midi/piece-13.abc","inputs/audio/piece-13.wav","inputs/pdf/without_context/piece-13.pdf","[""inputs/images/piece-13/page-01.png"", ""inputs/images/piece-13/page-02.png"", ""inputs/images/piece-13/page-03.png"", ""inputs/images/piece-13/page-04.png"", ""inputs/images/piece-13/page-05.png"", ""inputs/images/piece-13/page-06.png"", ""inputs/images/piece-13/page-07.png"", ""inputs/images/piece-13/page-08.png"", ""inputs/images/piece-13/page-09.png"", ""inputs/images/piece-13/page-10.png""]"
"musp_148","13","Mozart","Piano Sonata 12, movement 3","Which passage first suggests a humorous character through a clucking-like accompaniment? Identify the start of the passage matching the description the closest.","P","","Long","Timestamp","Timestamp in M:SS or MM:SS (rounded down)","Single","[""0:37"", ""02:14"", ""11:05""]","[""00:16""]","inputs/abc/piece-13.abc","inputs/midi_performance_event_text/piece-13.txt","inputs/abc_plus_midi/piece-13.abc","inputs/audio/piece-13.wav","inputs/pdf/without_context/piece-13.pdf","[""inputs/images/piece-13/page-01.png"", ""inputs/images/piece-13/page-02.png"", ""inputs/images/piece-13/page-03.png"", ""inputs/images/piece-13/page-04.png"", ""inputs/images/piece-13/page-05.png"", ""inputs/images/piece-13/page-06.png"", ""inputs/images/piece-13/page-07.png"", ""inputs/images/piece-13/page-08.png"", ""inputs/images/piece-13/page-09.png"", ""inputs/images/piece-13/page-10.png""]"
